date;NO;fda_NO
2019-12-09;39.54;0
2019-12-10;142.54;0
2019-12-11;22.0;0
2019-12-12;15.0;0
2019-12-13;9.88;0
2019-12-14;86.58;0
2019-12-15;5.92;0
2019-12-16;13.0;0
2019-12-17;44.96;0
2019-12-18;16.79;0
2019-12-19;40.46;0
2019-12-20;65.79;0
2019-12-21;32.17;0
2019-12-22;5.54;0
2019-12-23;109.62;1
2019-12-24;119.62;1
2019-12-25;131.29;1
2019-12-26;90.38;1
2019-12-27;103.08;1
2019-12-28;177.5;1
2019-12-29;169.95;1
2019-12-30;291.5;1
2019-12-31;78.0;1
2020-01-01;53.0;1
2020-01-02;102.0;1
2020-01-03;140.0;1
2020-01-04;34.0;1
2020-01-05;69.0;1
2020-01-06;94.0;1
2020-01-07;155.0;1
2020-01-08;144.0;1
2020-01-09;56.0;1
2020-01-10;55.0;1
2020-01-11;86.0;1
2020-01-12;69.0;1
2020-01-13;167.0;0
2020-01-14;11.0;0
2020-01-15;31.0;0
2020-01-16;10.0;0
2020-01-17;21.0;0
2020-01-18;29.0;0
2020-01-19;3.0;0
2020-01-20;13.0;0
2020-01-21;37.0;0
2020-01-22;48.0;0
2020-01-23;59.0;0
2020-01-24;70.0;0
2020-01-25;40.0;0
2020-01-26;47.0;0
2020-01-27;40.0;1
2020-01-28;41.0;1
2020-01-29;109.0;1
2020-01-30;138.0;1
2020-01-31;121.0;1
2020-02-01;69.0;1
2020-02-02;92.0;1
2020-02-03;134.0;0
2020-02-04;20.0;0
2020-02-05;23.0;0
2020-02-06;92.0;0
2020-02-07;80.0;0
2020-02-08;26.0;0
2020-02-09;44.0;0
2020-02-10;71.0;0
2020-02-11;34.0;0
2020-02-12;38.0;0
2020-02-13;41.0;0
2020-02-14;65.0;0
2020-02-15;41.0;0
2020-02-16;82.0;0
2020-02-17;15.0;0
2020-02-18;34.0;0
2020-02-19;41.0;0
2020-02-20;40.0;0
2020-02-21;51.0;0
2020-02-22;28.0;0
2020-02-23;14.0;0
2020-02-24;28.0;0
2020-02-25;16.0;0
2020-02-26;14.0;0
2020-02-27;20.0;0
2020-02-28;80.0;0
2020-02-29;7.0;0
2020-03-01;7.0;0
2020-03-02;20.0;0
2020-03-03;8.0;0
2020-03-04;50.0;0
2020-03-05;22.0;0
2020-03-06;14.0;0
2020-03-07;20.0;0
2020-03-08;9.0;0
2020-03-09;6.0;0
2020-03-10;22.0;0
2020-03-11;33.0;0
2020-03-12;6.0;0
2020-03-13;6.0;0
2020-03-14;8.0;0
2020-03-15;7.0;0
2020-03-16;6.0;0
2020-03-17;12.0;0
2020-03-18;7.0;0
2020-03-19;11.0;0
2020-03-20;9.0;0
2020-03-21;6.0;0
2020-03-22;2.0;0
2020-03-23;2.0;1
2020-03-24;9.0;1
2020-03-25;16.0;1
2020-03-26;4.0;1
2020-03-27;5.0;1
2020-03-28;5.0;1
2020-03-29;2.0;1
2020-03-30;2.0;1
2020-03-31;3.0;1
2020-04-01;6.0;1
2020-04-02;2.0;1
2020-04-03;2.0;1
2020-04-04;7.0;1
2020-04-05;2.0;1
2020-04-06;2.0;0
2020-04-07;3.0;0
2020-04-08;6.0;0
2020-04-09;4.0;0
2020-04-10;3.0;0
2020-04-11;2.0;0
2020-04-12;2.0;0
2020-04-13;2.0;1
2020-04-14;3.0;1
2020-04-15;3.0;1
2020-04-16;9.0;1
2020-04-17;7.0;1
2020-04-18;3.0;1
2020-04-19;2.0;1
2020-04-20;3.0;0
2020-04-21;3.0;0
2020-04-22;4.0;0
2020-04-23;3.0;0
2020-04-24;3.0;0
2020-04-25;3.0;0
2020-04-26;2.0;0
2020-04-27;4.0;0
2020-04-28;4.0;0
2020-04-29;9.0;0
2020-04-30;3.0;0
2020-05-01;2.0;0
2020-05-02;2.0;0
2020-05-03;2.0;0
2020-05-04;16.0;0
2020-05-05;3.0;0
2020-05-06;3.0;0
2020-05-07;3.0;0
2020-05-08;2.0;0
2020-05-09;2.0;0
2020-05-10;2.0;0
2020-05-11;9.0;1
2020-05-12;2.0;1
2020-05-13;3.0;1
2020-05-14;2.0;1
2020-05-15;2.0;1
2020-05-16;2.0;1
2020-05-17;2.0;1
2020-05-18;3.0;0
2020-05-19;4.0;0
2020-05-20;4.0;0
2020-05-21;3.0;0
2020-05-22;4.0;0
2020-05-23;2.0;0
2020-05-24;2.0;0
2020-05-25;3.0;0
2020-05-26;5.0;0
2020-05-27;4.0;0
2020-05-28;10.0;0
2020-05-29;7.0;0
2020-05-30;4.0;0
2020-05-31;2.0;0
2020-06-01;4.0;0
2020-06-02;4.0;0
2020-06-03;3.0;0
2020-06-04;4.0;0
2020-06-05;5.0;0
2020-06-06;4.0;0
2020-06-07;5.0;0
2020-06-08;6.0;0
2020-06-09;5.0;0
2020-06-10;6.0;0
2020-06-11;8.0;0
2020-06-12;7.0;0
2020-06-13;4.0;0
2020-06-14;3.0;0
2020-06-15;7.0;0
2020-06-16;6.0;0
2020-06-17;5.0;0
2020-06-18;5.0;0
2020-06-19;7.0;0
2020-06-20;3.0;0
2020-06-21;3.0;0
2020-06-22;4.0;0
2020-06-23;8.0;0
2020-06-24;4.0;0
2020-06-25;4.0;0
2020-06-26;4.0;0
2020-06-27;5.0;0
2020-06-28;3.0;0
2020-06-29;4.0;0
2020-06-30;8.0;0
2020-07-01;4.0;0
2020-07-02;6.0;0
2020-07-03;5.0;0
2020-07-04;5.0;0
2020-07-05;3.0;0
2020-07-06;3.0;1
2020-07-07;3.0;1
2020-07-08;2.0;1
2020-07-09;3.0;1
2020-07-10;4.0;1
2020-07-11;2.0;1
2020-07-12;2.0;1
2020-07-13;3.0;0
2020-07-14;3.0;0
2020-07-15;4.0;0
2020-07-16;3.0;0
2020-07-17;3.0;0
2020-07-18;3.0;0
2020-07-19;2.0;0
2020-07-20;3.0;0
2020-07-21;3.0;0
2020-07-22;4.0;0
2020-07-23;3.0;0
2020-07-24;2.0;0
2020-07-25;3.0;0
2020-07-26;3.0;0
2020-07-27;6.0;0
2020-07-28;3.0;0
2020-07-29;4.0;0
2020-07-30;3.0;0
2020-07-31;6.0;0
2020-08-01;10.0;0
2020-08-02;5.0;0
2020-08-03;8.0;0
2020-08-04;6.0;0
2020-08-05;5.0;0
2020-08-06;4.0;0
2020-08-07;14.0;0
2020-08-08;4.0;0
2020-08-09;2.0;0
2020-08-10;3.0;0
2020-08-11;5.0;0
2020-08-12;7.0;0
2020-08-13;5.0;0
2020-08-14;5.0;0
2020-08-15;4.0;0
2020-08-16;3.0;0
2020-08-17;11.0;0
2020-08-18;14.0;0
2020-08-19;21.0;0
2020-08-20;3.0;0
2020-08-21;12.0;0
2020-08-22;3.0;0
2020-08-23;3.0;0
2020-08-24;4.0;0
2020-08-25;10.0;0
2020-08-26;5.0;0
2020-08-27;8.0;0
2020-08-28;6.0;0
2020-08-29;5.0;0
2020-08-30;4.0;0
2020-08-31;14.0;0
2020-09-01;13.0;0
2020-09-02;33.0;0
2020-09-03;51.0;0
2020-09-04;103.0;0
2020-09-05;20.0;0
2020-09-06;3.0;0
2020-09-07;11.0;0
2020-09-08;5.0;0
2020-09-09;33.0;0
2020-09-10;36.0;0
2020-09-11;9.0;0
2020-09-12;22.0;0
2020-09-13;22.0;0
2020-09-14;36.0;0
2020-09-15;19.0;0
2020-09-16;25.0;0
2020-09-17;25.0;0
2020-09-18;6.0;0
2020-09-19;7.0;0
2020-09-20;5.0;0
2020-09-21;8.0;0
2020-09-22;13.0;0
2020-09-23;11.0;0
2020-09-24;14.0;0
2020-09-25;9.0;0
2020-09-26;5.0;0
2020-09-27;2.0;0
2020-09-28;11.0;0
2020-09-29;20.0;0
2020-09-30;22.0;0
2020-10-01;12.0;0
2020-10-02;9.0;0
2020-10-03;6.0;0
2020-10-04;5.0;0
2020-10-05;22.0;0
2020-10-06;16.0;0
2020-10-07;4.0;0
2020-10-08;14.0;0
2020-10-09;8.0;0
2020-10-10;5.0;0
2020-10-11;4.0;0
2020-10-12;6.0;0
2020-10-13;8.0;0
2020-10-14;11.0;0
2020-10-15;23.0;0
2020-10-16;22.0;0
2020-10-17;22.0;0
2020-10-18;29.0;0
2020-10-19;36.0;0
2020-10-20;13.0;0
2020-10-21;32.0;0
2020-10-22;35.0;0
2020-10-23;28.0;0
2020-10-24;16.0;0
2020-10-25;4.0;0
2020-10-26;9.0;0
2020-10-27;37.0;0
2020-10-28;24.0;0
2020-10-29;27.0;0
2020-10-30;48.0;0
2020-10-31;57.0;0
2020-11-01;46.0;0
2020-11-02;10.0;0
2020-11-03;11.0;0
2020-11-04;7.0;0
2020-11-05;36.0;0
2020-11-06;27.0;0
2020-11-07;17.0;0
2020-11-08;3.0;0
2020-11-09;21.0;0
2020-11-10;18.0;0
2020-11-11;47.0;0
2020-11-12;37.0;0
2020-11-13;51.0;0
2020-11-14;19.0;0
2020-11-15;8.0;0
2020-11-16;22.0;0
2020-11-17;110.0;0
2020-11-18;107.0;0
2020-11-19;5.0;0
2020-11-20;25.0;0
2020-11-21;34.0;0
2020-11-22;45.0;0
2020-11-23;85.0;0
2020-11-24;99.0;0
2020-11-25;46.0;0
2020-11-26;59.0;0
2020-11-27;90.0;0
2020-11-28;54.0;0
2020-11-29;58.0;0
2020-11-30;62.0;0
2020-12-01;35.0;0
2020-12-02;29.0;0
2020-12-03;16.0;0
2020-12-04;15.0;0
2020-12-05;8.0;0
2020-12-06;9.0;0
2020-12-07;5.0;0
2020-12-08;5.0;0
2020-12-09;36.0;0
2020-12-10;33.0;0
2020-12-11;12.0;0
2020-12-12;12.0;0
2020-12-13;52.0;0
2020-12-14;28.0;0
2020-12-15;37.0;0
2020-12-16;58.0;0
2020-12-17;81.0;0
2020-12-18;71.0;0
2020-12-19;44.0;0
2020-12-20;36.0;0
2020-12-21;150.0;0
2020-12-22;99.0;0
2020-12-23;17.0;0
2020-12-24;17.0;0
2020-12-25;9.0;0
2020-12-26;31.0;0
2020-12-27;9.0;0
2020-12-28;10.0;0
2020-12-29;12.0;0
2020-12-30;17.0;0
2020-12-31;13.0;0
2021-01-01;4.0;0
2021-01-02;12.0;0
2021-01-03;6.0;0
2021-01-04;17.0;0
2021-01-05;25.0;0
2021-01-06;32.0;0
2021-01-07;57.0;0
2021-01-08;69.0;0
2021-01-09;20.0;0
2021-01-10;27.0;0
2021-01-11;77.0;0
2021-01-12;49.0;0
2021-01-13;77.0;0
2021-01-14;33.0;0
2021-01-15;57.0;0
2021-01-16;53.0;0
2021-01-17;39.0;0
2021-01-18;48.0;0
2021-01-19;78.0;0
2021-01-20;15.0;0
2021-01-21;33.0;0
2021-01-22;14.0;0
2021-01-23;5.0;0
2021-01-24;4.0;0
2021-01-25;10.0;0
2021-01-26;58.0;0
2021-01-27;65.0;0
2021-01-28;57.0;0
2021-01-29;68.0;0
2021-01-30;4.0;0
2021-01-31;4.0;0
2021-02-01;12.0;0
2021-02-02;33.0;0
2021-02-03;8.0;0
2021-02-04;38.0;0
2021-02-05;35.0;0
2021-02-06;5.0;0
2021-02-07;13.0;0
2021-02-08;23.0;0
2021-02-09;13.0;0
2021-02-10;7.0;0
2021-02-11;50.0;0
2021-02-12;17.0;0
2021-02-13;32.0;0
2021-02-14;13.0;0
2021-02-15;47.0;0
2021-02-16;24.0;0
2021-02-17;33.0;0
2021-02-18;15.0;0
2021-02-19;25.0;0
2021-02-20;2.0;0
2021-02-21;3.0;0
2021-02-22;15.0;0
2021-02-23;37.0;0
2021-02-24;12.0;0
2021-02-25;7.0;0
2021-02-26;4.0;0
2021-02-27;3.0;0
2021-02-28;6.0;0
2021-03-01;18.0;0
2021-03-02;16.0;0
2021-03-03;36.0;0
2021-03-04;35.0;0
2021-03-05;8.0;0
2021-03-06;2.0;0
2021-03-07;3.0;0
2021-03-08;9.0;0
2021-03-09;8.0;0
2021-03-10;71.0;0
2021-03-11;32.0;0
2021-03-12;19.0;0
2021-03-13;7.0;0
2021-03-14;3.0;0
2021-03-15;18.0;0
2021-03-16;17.0;0
2021-03-17;12.0;0
2021-03-18;11.0;0
2021-03-19;8.0;0
2021-03-20;4.0;0
2021-03-21;4.0;0
2021-03-22;11.0;0
2021-03-23;27.0;0
2021-03-24;6.0;0
2021-03-25;26.0;0
2021-03-26;11.0;0
2021-03-27;4.0;0
2021-03-28;8.0;0
2021-03-29;61.0;1
2021-03-30;37.0;1
2021-03-31;44.0;1
2021-04-01;14.0;1
2021-04-02;3.0;1
2021-04-03;2.0;1
2021-04-04;3.0;1
2021-04-05;7.0;0
2021-04-06;3.0;0
2021-04-07;4.0;0
2021-04-08;20.0;0
2021-04-09;23.0;0
2021-04-10;9.0;0
2021-04-11;3.0;0
2021-04-12;17.0;0
2021-04-13;11.0;0
2021-04-14;14.0;0
2021-04-15;14.0;0
2021-04-16;16.0;0
2021-04-17;5.0;0
2021-04-18;5.0;0
2021-04-19;16.0;0
2021-04-20;10.0;0
2021-04-21;4.0;0
2021-04-22;9.0;0
2021-04-23;31.0;0
2021-04-24;3.0;0
2021-04-25;3.0;0
2021-04-26;6.0;0
2021-04-27;4.0;0
2021-04-28;5.0;0
2021-04-29;5.0;0
2021-04-30;9.0;0
2021-05-01;4.0;0
2021-05-02;4.0;0
2021-05-03;10.0;0
2021-05-04;9.0;0
2021-05-05;8.0;0
2021-05-06;11.0;0
2021-05-07;14.0;0
2021-05-08;6.0;0
2021-05-09;5.0;0
2021-05-10;16.0;0
2021-05-11;7.0;0
2021-05-12;17.0;0
2021-05-13;12.0;0
2021-05-14;9.0;0
2021-05-15;4.0;0
2021-05-16;2.0;0
2021-05-17;8.0;0
2021-05-18;5.0;0
2021-05-19;7.0;0
2021-05-20;9.0;0
2021-05-21;4.0;0
2021-05-22;3.0;0
2021-05-23;3.0;0
2021-05-24;4.0;0
2021-05-25;4.0;0
2021-05-26;7.0;0
2021-05-27;5.0;0
2021-05-28;5.0;0
2021-05-29;2.0;0
2021-05-30;3.0;0
2021-05-31;8.0;0
2021-06-01;5.0;0
2021-06-02;4.0;0
2021-06-03;5.0;0
2021-06-04;5.0;0
2021-06-05;5.0;0
2021-06-06;2.0;0
2021-06-07;4.0;0
2021-06-08;6.0;0
2021-06-09;4.0;0
2021-06-10;4.0;0
2021-06-11;4.0;0
2021-06-12;2.0;0
2021-06-13;4.0;0
2021-06-14;4.0;0
2021-06-15;4.0;0
2021-06-16;9.0;0
2021-06-17;4.0;0
2021-06-18;7.0;0
2021-06-19;3.0;0
2021-06-20;2.0;0
2021-06-21;10.0;0
2021-06-22;6.0;0
2021-06-23;6.0;0
2021-06-24;6.0;0
2021-06-25;5.0;0
2021-06-26;2.0;0
2021-06-27;2.0;0
2021-06-28;6.0;0
2021-06-29;6.0;0
2021-06-30;3.0;0
2021-07-01;10.0;0
2021-07-02;16.0;0
2021-07-03;5.0;0
2021-07-04;4.0;0
2021-07-05;7.0;0
2021-07-06;3.0;0
2021-07-07;6.0;0
2021-07-08;7.0;0
2021-07-09;5.0;0
2021-07-10;5.0;0
2021-07-11;3.0;0
2021-07-12;6.0;0
2021-07-13;5.0;0
2021-07-14;4.0;0
2021-07-15;3.0;0
2021-07-16;3.0;0
2021-07-17;3.0;0
2021-07-18;3.0;0
2021-07-19;8.0;0
2021-07-20;3.0;0
2021-07-21;3.0;0
2021-07-22;4.0;0
2021-07-23;4.0;0
2021-07-24;4.0;0
2021-07-25;2.0;0
2021-07-26;4.0;0
2021-07-27;4.0;0
2021-07-28;4.0;0
2021-07-29;4.0;0
2021-07-30;5.0;0
2021-07-31;4.0;0
2021-08-01;3.0;0
2021-08-02;5.0;0
2021-08-03;6.0;0
2021-08-04;6.0;0
2021-08-05;7.0;0
2021-08-06;4.0;0
2021-08-07;3.0;0
2021-08-08;3.0;0
2021-08-09;7.0;0
2021-08-10;10.0;0
2021-08-11;3.0;0
2021-08-12;4.0;0
2021-08-13;3.0;0
2021-08-14;3.0;0
2021-08-15;2.0;0
2021-08-16;2.0;1
2021-08-17;2.0;1
2021-08-18;2.0;1
2021-08-19;3.0;1
2021-08-20;3.0;1
2021-08-21;5.0;1
2021-08-22;2.0;1
2021-08-23;4.0;0
2021-08-24;5.0;0
2021-08-25;6.0;0
2021-08-26;5.0;0
2021-08-27;3.0;0
2021-08-28;2.0;0
2021-08-29;2.0;0
2021-08-30;5.0;0
2021-08-31;7.0;0
2021-09-01;7.0;0
2021-09-02;6.0;0
2021-09-03;8.0;0
2021-09-04;4.0;0
2021-09-05;14.0;0
2021-09-06;35.0;0
2021-09-07;16.0;0
2021-09-08;7.0;0
2021-09-09;13.0;0
2021-09-10;8.0;0
2021-09-11;11.0;0
2021-09-12;11.0;0
2021-09-13;34.0;0
2021-09-14;11.0;0
2021-09-15;9.0;0
2021-09-16;7.0;0
2021-09-17;14.0;0
2021-09-18;7.0;0
2021-09-19;4.0;0
2021-09-20;8.0;0
2021-09-21;9.0;0
2021-09-22;13.0;0
2021-09-23;14.0;0
2021-09-24;9.0;0
2021-09-25;9.0;0
2021-09-26;10.0;0
2021-09-27;6.0;0
2021-09-28;17.0;0
2021-09-29;12.0;0
2021-09-30;20.0;0
2021-10-01;18.0;0
2021-10-02;18.0;0
2021-10-03;5.0;0
2021-10-04;17.0;0
2021-10-05;5.0;0
2021-10-06;13.0;0
2021-10-07;33.0;0
2021-10-08;27.0;0
2021-10-09;10.0;0
2021-10-10;9.0;0
2021-10-11;19.0;0
2021-10-12;11.0;0
2021-10-13;12.0;0
2021-10-14;40.0;0
2021-10-15;30.0;0
2021-10-16;19.0;0
2021-10-17;15.0;0
2021-10-18;55.0;0
2021-10-19;78.0;0
2021-10-20;19.0;0
2021-10-21;9.0;0
2021-10-22;10.0;0
2021-10-23;26.0;0
2021-10-24;11.0;0
2021-10-25;18.0;0
2021-10-26;48.0;0
2021-10-27;44.0;0
2021-10-28;52.0;0
2021-10-29;13.0;0
2021-10-30;20.0;0
2021-10-31;11.0;0
2021-11-01;4.0;0
2021-11-02;17.0;0
2021-11-03;13.0;0
2021-11-04;13.0;0
2021-11-05;21.0;0
2021-11-06;26.0;0
2021-11-07;16.0;0
2021-11-08;15.0;0
2021-11-09;5.0;0
2021-11-10;33.0;0
2021-11-11;51.0;0
2021-11-12;37.0;0
2021-11-13;25.0;0
2021-11-14;7.0;0
2021-11-15;15.0;0
2021-11-16;34.0;0
2021-11-17;33.0;0
2021-11-18;44.0;0
2021-11-19;69.0;0
2021-11-20;84.0;0
2021-11-21;20.0;0
2021-11-22;18.0;0
2021-11-23;9.0;0
2021-11-24;6.0;0
2021-11-25;16.0;0
2021-11-26;17.0;0
2021-11-27;9.0;0
2021-11-28;7.0;0
2021-11-29;47.0;0
2021-11-30;66.0;0
2021-12-01;21.0;0
2021-12-02;20.0;0
2021-12-03;51.0;0
2021-12-04;10.0;0
2021-12-05;5.0;0
2021-12-06;16.0;0
2021-12-07;42.0;0
2021-12-08;5.0;0
2021-12-09;15.0;0
2021-12-10;9.0;0
2021-12-11;20.0;0
2021-12-12;73.0;0
2021-12-13;182.0;1
2021-12-14;116.0;1
2021-12-15;111.0;1
2021-12-16;80.0;1
2021-12-17;69.0;1
2021-12-18;100.0;1
2021-12-19;98.0;1
2021-12-20;169.0;0
2021-12-21;136.0;0
2021-12-22;53.0;0
2021-12-23;48.0;0
2021-12-24;68.0;0
2021-12-25;58.0;0
2021-12-26;74.0;0
2021-12-27;23.0;0
2021-12-28;32.0;0
2021-12-29;67.0;0
2021-12-30;117.0;0
2021-12-31;81.0;0
2022-01-01;8.0;0
2022-01-02;39.0;0
2022-01-03;88.0;0
2022-01-04;10.0;0
2022-01-05;28.0;0
2022-01-06;18.0;0
2022-01-07;21.0;0
2022-01-08;9.0;0
2022-01-09;4.0;0
2022-01-10;33.0;0
2022-01-11;5.0;0
2022-01-12;14.0;0
2022-01-13;50.0;0
2022-01-14;74.0;0
2022-01-15;55.0;0
2022-01-16;77.0;0
2022-01-17;128.0;0
2022-01-18;90.0;0
2022-01-19;80.0;0
2022-01-20;36.0;0
2022-01-21;19.0;0
2022-01-22;29.0;0
2022-01-23;55.0;0
2022-01-24;91.0;0
2022-01-25;88.0;0
2022-01-26;73.0;0
2022-01-27;22.0;0
2022-01-28;32.0;0
2022-01-29;32.0;0
2022-01-30;19.0;0
2022-01-31;13.0;0
2022-02-01;24.0;0
2022-02-02;96.0;0
2022-02-03;86.0;0
2022-02-04;33.0;0
2022-02-05;19.0;0
2022-02-06;19.0;0
2022-02-07;24.0;0
2022-02-08;45.0;0
2022-02-09;83.0;0
2022-02-10;51.0;0
2022-02-11;7.0;0
2022-02-12;16.0;0
2022-02-13;19.0;0
2022-02-14;12.0;0
2022-02-15;30.0;0
2022-02-16;32.0;0
2022-02-17;46.0;0
2022-02-18;24.0;0
2022-02-19;8.0;0
2022-02-20;8.0;0
2022-02-21;11.0;0
2022-02-22;30.0;0
2022-02-23;29.0;0
2022-02-24;6.0;0
2022-02-25;3.0;0
2022-02-26;24.0;0
2022-02-27;20.0;0
2022-02-28;30.0;0
2022-03-01;33.0;0
2022-03-02;11.0;0
2022-03-03;11.0;0
2022-03-04;11.0;0
2022-03-05;10.0;0
2022-03-06;7.0;0
2022-03-07;15.0;0
2022-03-08;19.0;0
2022-03-09;24.0;0
2022-03-10;19.0;0
2022-03-11;20.0;0
2022-03-12;12.0;0
2022-03-13;6.0;0
2022-03-14;11.0;0
2022-03-15;21.0;0
2022-03-16;8.0;0
2022-03-17;10.0;0
2022-03-18;27.0;0
2022-03-19;26.0;0
2022-03-20;20.0;0
2022-03-21;18.0;0
2022-03-22;16.0;0
2022-03-23;7.0;0
2022-03-24;15.0;0
2022-03-25;9.0;0
2022-03-26;10.0;0
2022-03-27;12.0;0
2022-03-28;25.0;0
2022-03-29;3.0;0
2022-03-30;7.0;0
2022-03-31;7.0;0
2022-04-01;9.0;0
2022-04-02;5.0;0
2022-04-03;4.0;0
2022-04-04;16.0;0
2022-04-05;14.0;0
2022-04-06;19.0;0
2022-04-07;14.0;0
2022-04-08;17.0;0
2022-04-09;5.0;0
2022-04-10;11.0;0
2022-04-11;8.0;0
2022-04-12;10.0;0
2022-04-13;9.0;0
2022-04-14;4.0;0
2022-04-15;3.0;0
2022-04-16;4.0;0
2022-04-17;3.0;0
2022-04-18;6.0;0
2022-04-19;7.0;0
2022-04-20;7.0;0
2022-04-21;8.0;0
2022-04-22;15.0;0
2022-04-23;5.0;0
2022-04-24;5.0;0
2022-04-25;18.0;0
2022-04-26;17.0;0
2022-04-27;16.0;0
2022-04-28;8.0;0
2022-04-29;12.0;0
2022-04-30;5.0;0
2022-05-01;3.0;0
2022-05-02;3.0;0
2022-05-03;6.0;0
2022-05-04;12.0;0
2022-05-05;10.0;0
2022-05-06;8.0;0
2022-05-07;5.0;0
2022-05-08;3.0;0
2022-05-09;20.0;0
2022-05-10;7.0;0
2022-05-11;5.0;0
2022-05-12;5.0;0
2022-05-13;5.0;0
2022-05-14;4.0;0
2022-05-15;4.0;0
2022-05-16;13.0;0
2022-05-17;16.0;0
2022-05-18;7.0;0
2022-05-19;8.0;0
2022-05-20;4.0;0
2022-05-21;4.0;0
2022-05-22;4.0;0
2022-05-23;9.0;0
2022-05-24;9.0;0
2022-05-25;6.0;0
2022-05-26;10.0;0
2022-05-27;3.0;0
2022-05-28;3.0;0
2022-05-29;3.0;0
2022-05-30;5.0;0
2022-05-31;13.0;0
2022-06-01;20.0;0
2022-06-02;23.0;0
2022-06-03;21.0;0
2022-06-04;13.0;0
2022-06-05;9.0;0
2022-06-06;14.0;0
2022-06-07;12.0;0
2022-06-08;18.0;0
2022-06-09;15.0;0
2022-06-10;23.0;0
2022-06-11;7.0;0
2022-06-12;7.0;0
2022-06-13;11.0;0
2022-06-14;21.0;0
2022-06-15;31.0;0
2022-06-16;20.0;0
2022-06-17;28.0;0
2022-06-18;15.0;0
2022-06-19;8.0;0
2022-06-20;15.0;0
2022-06-21;19.0;0
2022-06-22;15.0;0
2022-06-23;17.0;0
2022-06-24;34.0;0
2022-06-25;18.0;0
2022-06-26;8.0;0
2022-06-27;15.0;0
2022-06-28;20.0;0
2022-06-29;23.0;0
2022-06-30;24.0;0
2022-07-01;54.0;0
2022-07-02;30.0;0
2022-07-03;7.0;0
2022-07-04;11.0;0
2022-07-05;9.0;0
2022-07-06;7.0;0
2022-07-07;11.0;0
2022-07-08;6.0;0
2022-07-09;9.0;0
2022-07-10;13.0;0
2022-07-11;22.0;0
2022-07-12;23.0;0
2022-07-13;27.0;0
2022-07-14;19.0;0
2022-07-15;14.0;0
2022-07-16;17.0;0
2022-07-17;16.0;0
2022-07-18;12.0;0
2022-07-19;11.0;0
2022-07-20;12.0;0
2022-07-21;6.0;0
2022-07-22;10.0;0
2022-07-23;6.0;0
2022-07-24;9.0;0
2022-07-25;8.0;0
2022-07-26;7.0;0
2022-07-27;7.0;0
2022-07-28;11.0;0
2022-07-29;9.0;0
2022-07-30;4.0;0
2022-07-31;4.0;0
